OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,Sales,Profit,Discount
10828,2021-03-12,South,Clothing,Dress,8,1862.34,14898.72,933.06,0.0
10829,2021-06-05,North,Beauty,Makeup,6,1904.53,11427.18,2924.35,0.0
10830,2021-07-12,North,Clothing,Jeans,5,787.57,3937.85,637.49,0.0
10831,2021-05-07,North,Beauty,Haircare,4,235.15,940.6,251.54,0.1
10832,2021-03-28,North,Electronics,Camera,2,1875.59,3751.18,824.98,0.05
10833,2021-02-11,East,Food,Snacks,1,52.96,52.96,9.72,0.15
10834,2021-01-19,North,Beauty,Makeup,5,1911.91,9559.55,1043.7,0.15
10835,2021-07-16,South,Food,Vegetables,8,122.81,982.48,115.85,0.2
10836,2021-05-26,South,Electronics,Tablet,2,745.09,1490.18,362.17,0.1
10837,2021-10-06,North,Electronics,Headphones,9,1564.65,14081.85,2408.61,0.2
10838,2021-08-02,East,Clothing,Dress,4,480.39,1921.56,203.87,0.0
10839,2021-01-10,East,Clothing,Jacket,7,1024.63,7172.41,1157.48,0.1
10840,2021-08-08,South,Clothing,T-Shirt,2,1736.62,3473.24,679.98,0.05
10841,2021-11-23,West,Furniture,Bed,6,528.66,3171.96,619.5,0.0
10842,2021-07-19,East,Clothing,Jacket,2,499.03,998.06,136.75,0.15
10843,2021-06-16,West,Electronics,Headphones,2,1054.56,2109.12,468.1,0.15
10844,2021-06-15,East,Food,Snacks,1,1495.86,1495.86,92.71,0.05
10845,2021-05-13,West,Furniture,Table,6,1528.89,9173.34,1637.63,0.05
10846,2021-03-15,East,Food,Beverages,1,486.99,486.99,107.29,0.1
10847,2021-09-09,East,Furniture,Table,6,1973.04,11838.24,1415.46,0.05
10848,2021-02-13,East,Furniture,Wardrobe,2,622.79,1245.58,354.31,0.05
10849,2021-02-20,East,Beauty,Haircare,1,1242.37,1242.37,231.33,0.15
10850,2021-05-18,East,Electronics,Headphones,6,1521.85,9131.1,2105.66,0.0
10851,2021-08-07,North,Clothing,Dress,8,1733.12,13864.96,3714.37,0.1
10852,2021-09-16,West,Electronics,Camera,8,1434.63,11477.04,1602.94,0.15
10853,2021-10-23,North,Food,Dairy,6,1376.03,8256.18,1058.51,0.1
10854,2021-12-03,North,Furniture,Chair,4,455.55,1822.2,171.3,0.1
10855,2021-01-22,East,Clothing,Jacket,3,1633.1,4899.3,1450.08,0.2
10856,2021-03-25,East,Beauty,Skincare,9,1326.32,11936.88,2416.27,0.05
10857,2021-12-19,North,Beauty,Perfume,3,525.11,1575.33,282.88,0.2
10858,2021-07-03,South,Furniture,Bed,2,892.03,1784.06,101.28,0.2
10859,2021-11-23,North,Furniture,Chair,4,649.01,2596.04,297.32,0.0
10860,2021-07-18,East,Electronics,Camera,6,1416.7,8500.2,650.72,0.05
10861,2021-08-02,West,Electronics,Headphones,1,1669.48,1669.48,324.44,0.15
10862,2021-10-16,South,Furniture,Wardrobe,7,1648.37,11538.59,822.9,0.2
10863,2021-08-31,East,Furniture,Table,2,444.55,889.1,67.4,0.1
10864,2021-04-08,West,Furniture,Wardrobe,9,537.95,4841.55,1344.34,0.15
10865,2021-06-30,East,Beauty,Haircare,8,1287.99,10303.92,1328.54,0.2
10866,2021-05-08,East,Furniture,Wardrobe,6,776.46,4658.76,1189.31,0.2
10867,2021-08-12,South,Clothing,T-Shirt,6,1280.02,7680.12,1038.66,0.15
10868,2021-01-03,West,Beauty,Haircare,1,1996.41,1996.41,137.23,0.0
10869,2021-01-21,East,Furniture,Sofa,4,1644.57,6578.28,1391.82,0.0
10870,2021-04-09,East,Food,Snacks,9,1504.83,13543.47,2669.3,0.1
10871,2021-07-29,South,Food,Dairy,5,1717.37,8586.85,1424.61,0.2
10872,2021-01-10,South,Food,Vegetables,6,1863.3,11179.8,1504.33,0.0
10873,2021-08-06,North,Beauty,Nail Polish,6,617.33,3703.98,238.07,0.2
10874,2021-09-11,East,Clothing,T-Shirt,5,283.69,1418.45,324.73,0.2
10875,2021-07-27,East,Clothing,Dress,2,1343.18,2686.36,685.87,0.05
10876,2021-11-14,East,Electronics,Tablet,8,490.14,3921.12,735.77,0.2
10877,2021-07-19,East,Beauty,Haircare,8,1688.24,13505.92,2154.34,0.0
10878,2021-04-03,West,Electronics,Smartphone,6,377.25,2263.5,219.69,0.2
10879,2021-12-08,East,Electronics,Camera,6,102.76,616.56,119.11,0.2
10880,2021-08-13,North,Electronics,Laptop,8,1933.29,15466.32,2477.47,0.0
10881,2021-08-08,West,Beauty,Nail Polish,7,1380.39,9662.73,1168.7,0.05
10882,2021-10-29,South,Electronics,Laptop,5,1241.4,6207.0,430.47,0.05
10883,2021-06-02,South,Beauty,Perfume,6,1159.62,6957.72,1423.35,0.05
10884,2021-11-10,South,Furniture,Table,6,1496.3,8977.8,2358.59,0.15
10885,2021-03-06,North,Electronics,Tablet,1,70.86,70.86,20.44,0.0
10886,2021-09-16,South,Clothing,Shoes,1,34.22,34.22,9.59,0.15
10887,2021-01-16,East,Electronics,Tablet,6,1790.68,10744.08,2078.79,0.05
10888,2021-09-24,North,Furniture,Sofa,4,898.7,3594.8,544.14,0.05
10889,2021-03-16,South,Furniture,Chair,2,1131.37,2262.74,255.87,0.1
10890,2021-07-23,East,Electronics,Smartphone,1,211.43,211.43,45.28,0.0
10891,2021-05-12,West,Furniture,Wardrobe,4,384.5,1538.0,277.18,0.15
10892,2021-02-25,East,Food,Snacks,7,213.8,1496.6,233.07,0.0
10893,2021-11-21,West,Clothing,Jacket,4,1680.84,6723.36,1252.2,0.15
10894,2021-10-19,West,Beauty,Makeup,2,253.61,507.22,71.76,0.05
10895,2021-01-21,West,Food,Dairy,6,348.53,2091.18,329.88,0.15
10896,2021-06-08,East,Electronics,Laptop,5,370.93,1854.65,95.9,0.1
10897,2021-12-19,East,Furniture,Table,3,1598.12,4794.36,368.0,0.1
10898,2021-05-03,North,Furniture,Bed,7,439.41,3075.87,214.0,0.2
10899,2021-12-03,South,Furniture,Table,1,1905.9,1905.9,209.33,0.0
10900,2021-04-10,South,Electronics,Laptop,2,1443.5,2887.0,329.95,0.05
10901,2021-06-06,East,Beauty,Haircare,2,918.2,1836.4,135.69,0.1
10902,2021-09-27,East,Clothing,Jeans,6,38.74,232.44,64.48,0.15
10903,2021-02-27,West,Electronics,Laptop,6,158.21,949.26,145.64,0.0
10904,2021-04-02,West,Beauty,Haircare,2,1591.25,3182.5,267.13,0.2
10905,2021-05-17,South,Electronics,Tablet,2,547.08,1094.16,277.9,0.0
10906,2021-09-10,South,Electronics,Smartphone,2,1962.86,3925.72,814.28,0.0
10907,2021-06-28,North,Food,Fruits,7,113.42,793.94,43.38,0.0
10908,2021-06-21,West,Food,Beverages,2,615.26,1230.52,210.15,0.05
10909,2021-10-27,South,Clothing,T-Shirt,2,1276.42,2552.84,172.76,0.1
10910,2021-01-03,South,Electronics,Camera,6,1593.8,9562.8,1901.6,0.05
10911,2021-07-23,North,Food,Beverages,7,1820.88,12746.16,1129.36,0.15
10912,2021-04-14,West,Food,Dairy,2,693.8,1387.6,129.31,0.05
10913,2021-11-09,East,Electronics,Tablet,4,1436.16,5744.64,1241.33,0.1
10914,2021-07-26,West,Clothing,Jacket,8,1266.08,10128.64,1608.66,0.1
10915,2021-06-19,North,Food,Snacks,1,888.17,888.17,206.99,0.05
10916,2021-12-18,West,Beauty,Makeup,5,1660.73,8303.65,1277.99,0.2
10917,2021-06-10,East,Electronics,Tablet,2,412.49,824.98,170.52,0.2
10918,2021-02-08,North,Furniture,Chair,1,1133.87,1133.87,316.56,0.05
10919,2021-06-15,South,Furniture,Sofa,9,987.27,8885.43,871.47,0.2
10920,2021-07-05,South,Furniture,Bed,3,1275.99,3827.97,1051.42,0.05
10921,2021-03-30,North,Beauty,Skincare,5,608.28,3041.4,190.7,0.15
10922,2021-09-26,South,Clothing,Jeans,2,254.83,509.66,74.16,0.05
10923,2021-04-30,East,Electronics,Tablet,3,862.54,2587.62,327.62,0.15
10924,2021-05-13,East,Clothing,T-Shirt,4,1554.76,6219.04,1357.96,0.2
10925,2021-07-29,West,Beauty,Skincare,2,54.22,108.44,16.45,0.1
10926,2021-12-22,East,Furniture,Wardrobe,3,1272.35,3817.05,230.51,0.05
10927,2021-10-26,West,Furniture,Chair,3,680.32,2040.96,105.67,0.1
10928,2021-08-20,South,Beauty,Perfume,9,67.87,610.83,49.11,0.05
10929,2021-10-21,East,Beauty,Skincare,1,803.71,803.71,230.49,0.15
10930,2021-12-22,West,Beauty,Skincare,8,686.23,5489.84,570.41,0.15
10931,2021-09-05,South,Beauty,Skincare,5,1904.76,9523.8,594.9,0.0
10932,2021-08-04,East,Electronics,Camera,3,1920.93,5762.79,352.38,0.0
10933,2021-05-10,West,Electronics,Tablet,3,103.78,311.34,62.22,0.05
10934,2021-06-29,North,Beauty,Nail Polish,4,1000.44,4001.76,272.33,0.05
10935,2021-01-25,South,Electronics,Smartphone,6,650.27,3901.62,994.17,0.0
10936,2021-11-03,North,Beauty,Perfume,9,172.16,1549.44,326.57,0.2
10937,2021-10-05,East,Beauty,Skincare,6,1636.56,9819.36,2894.13,0.2
10938,2021-04-14,South,Electronics,Smartphone,4,1094.76,4379.04,316.9,0.15
10939,2021-07-24,North,Furniture,Chair,8,162.76,1302.08,210.78,0.05
10940,2021-06-27,North,Food,Fruits,2,1395.03,2790.06,206.91,0.2
10941,2021-08-02,West,Electronics,Smartphone,8,1605.49,12843.92,1878.76,0.15
10942,2021-03-31,North,Food,Fruits,2,909.27,1818.54,478.81,0.0
10943,2021-10-16,North,Beauty,Skincare,7,1029.47,7206.29,2072.31,0.2
10944,2021-10-03,South,Clothing,Dress,7,685.23,4796.61,1205.71,0.0
10945,2021-08-19,West,Furniture,Chair,1,1869.41,1869.41,432.8,0.1
10946,2021-08-07,South,Clothing,Dress,2,671.42,1342.84,103.0,0.05
10947,2021-12-10,North,Clothing,Jacket,1,75.14,75.14,9.83,0.05
10948,2021-01-16,West,Food,Fruits,1,1346.36,1346.36,177.98,0.0
10949,2021-10-15,North,Clothing,Shoes,9,415.95,3743.55,851.0,0.2
10950,2021-09-16,West,Electronics,Laptop,5,413.93,2069.65,487.4,0.2
10951,2021-01-26,North,Furniture,Table,8,382.03,3056.24,368.12,0.0
10952,2021-08-20,West,Furniture,Wardrobe,6,1470.84,8825.04,1150.64,0.15
10953,2021-12-04,South,Furniture,Wardrobe,9,1319.51,11875.59,3530.39,0.15
10954,2021-07-01,South,Clothing,Dress,3,769.86,2309.58,598.85,0.0
10955,2021-04-10,South,Clothing,Shoes,5,405.42,2027.1,547.4,0.1
10956,2021-12-30,South,Food,Vegetables,4,1400.27,5601.08,436.9,0.1
10957,2021-03-31,East,Clothing,Shoes,8,1962.29,15698.32,3690.59,0.1
10958,2021-08-17,South,Furniture,Table,3,1987.19,5961.57,558.72,0.15
10959,2021-11-19,North,Food,Fruits,7,409.73,2868.11,678.04,0.1
10960,2021-02-17,South,Beauty,Haircare,4,605.85,2423.4,272.01,0.2
10961,2021-03-10,West,Food,Snacks,9,1973.21,17758.89,1136.24,0.05
10962,2021-05-26,North,Clothing,T-Shirt,1,1673.7,1673.7,297.89,0.1
10963,2021-04-10,West,Beauty,Makeup,2,1447.5,2895.0,512.24,0.15
10964,2021-05-22,West,Electronics,Tablet,8,275.58,2204.64,190.5,0.2
10965,2021-10-07,South,Furniture,Sofa,6,315.92,1895.52,210.14,0.15
10966,2021-11-28,North,Clothing,Shoes,8,1408.04,11264.32,1696.76,0.05
10967,2021-08-22,East,Food,Dairy,2,634.53,1269.06,313.76,0.05
10968,2021-04-28,North,Beauty,Haircare,4,1546.82,6187.28,1551.72,0.05
10969,2021-10-20,South,Food,Vegetables,5,247.14,1235.7,366.36,0.05
10970,2021-12-30,West,Electronics,Headphones,5,1110.43,5552.15,519.82,0.05
10971,2021-09-07,West,Clothing,Shoes,8,1734.31,13874.48,3794.58,0.2
10972,2021-10-17,South,Clothing,Jeans,9,1515.07,13635.63,2750.02,0.2
10973,2021-08-22,North,Food,Vegetables,9,930.3,8372.7,782.8,0.1
10974,2021-04-14,South,Food,Fruits,3,1241.07,3723.21,803.74,0.0
10975,2021-08-28,South,Clothing,Jacket,5,1949.65,9748.25,2540.73,0.05
10976,2021-07-23,South,Clothing,Jacket,8,1799.53,14396.24,4106.1,0.05
10977,2021-07-20,East,Furniture,Wardrobe,1,1671.9,1671.9,485.53,0.2
10978,2021-09-03,West,Electronics,Headphones,8,1608.7,12869.6,2280.77,0.0
10979,2021-08-23,West,Electronics,Camera,1,867.07,867.07,252.88,0.05
10980,2021-05-17,West,Clothing,Jeans,7,1437.15,10060.05,2999.47,0.05
10981,2021-10-08,East,Food,Beverages,6,1566.93,9401.58,1510.49,0.1
10982,2021-06-12,North,Beauty,Perfume,8,728.92,5831.36,1167.86,0.0
10983,2021-06-10,East,Food,Dairy,9,687.66,6188.94,610.33,0.2
10984,2021-07-05,North,Beauty,Makeup,6,1238.12,7428.72,1317.69,0.0
10985,2021-10-03,North,Furniture,Chair,1,634.26,634.26,139.95,0.05
10986,2021-06-26,North,Electronics,Tablet,6,538.18,3229.08,501.73,0.0
10987,2021-02-25,South,Food,Dairy,8,214.91,1719.28,374.81,0.1
10988,2021-12-09,West,Food,Dairy,8,1194.54,9556.32,2173.43,0.1
10989,2021-04-13,West,Clothing,Jeans,8,1910.27,15282.16,4277.61,0.2
10990,2021-10-19,North,Food,Snacks,2,942.26,1884.52,308.81,0.15
10991,2021-05-23,East,Electronics,Headphones,5,680.04,3400.2,965.25,0.1
10992,2021-06-02,North,Beauty,Nail Polish,5,1935.89,9679.45,2637.25,0.2
10993,2021-05-21,West,Clothing,T-Shirt,3,497.08,1491.24,245.91,0.1
10994,2021-03-03,North,Beauty,Makeup,6,180.84,1085.04,166.46,0.1
10995,2021-10-16,South,Electronics,Smartphone,8,884.0,7072.0,1868.69,0.0
10996,2021-03-05,East,Beauty,Makeup,4,1920.64,7682.56,1652.4,0.2
10997,2021-12-15,North,Food,Beverages,7,795.13,5565.91,555.42,0.05
10998,2021-06-25,West,Electronics,Smartphone,6,1976.8,11860.8,1972.68,0.1
10999,2021-08-14,South,Electronics,Camera,2,777.56,1555.12,382.72,0.05
11000,2021-09-01,South,Clothing,Jeans,8,984.17,7873.36,542.34,0.1
11001,2021-05-13,East,Electronics,Smartphone,6,541.38,3248.28,179.5,0.1
11002,2021-10-03,East,Beauty,Makeup,2,1937.79,3875.58,662.93,0.1
11003,2021-02-23,West,Furniture,Table,7,193.89,1357.23,79.01,0.0
11004,2021-07-08,East,Clothing,Shoes,2,1963.88,3927.76,875.01,0.0
11005,2021-11-11,South,Clothing,Shoes,2,1704.68,3409.36,474.42,0.1
11006,2021-06-26,West,Furniture,Sofa,6,1593.92,9563.52,1786.14,0.05
11007,2021-12-23,North,Food,Dairy,8,1187.02,9496.16,1620.27,0.1
11008,2021-11-16,East,Furniture,Bed,7,331.53,2320.71,276.72,0.2
11009,2021-05-18,East,Electronics,Laptop,4,890.18,3560.72,971.47,0.0
11010,2021-05-07,South,Electronics,Camera,7,164.73,1153.11,194.43,0.1
11011,2021-11-25,West,Clothing,Shoes,4,1121.44,4485.76,537.56,0.1
11012,2021-08-17,East,Electronics,Headphones,2,1599.17,3198.34,566.49,0.2
11013,2021-01-31,South,Electronics,Tablet,2,455.2,910.4,93.73,0.05
11014,2021-01-16,East,Beauty,Nail Polish,1,1460.89,1460.89,341.65,0.2
11015,2021-08-17,South,Electronics,Tablet,8,655.58,5244.64,551.26,0.0
11016,2021-04-13,East,Clothing,Dress,7,1430.55,10013.85,2061.38,0.0
11017,2021-11-09,North,Beauty,Haircare,7,1958.63,13710.41,3072.37,0.0
11018,2021-04-25,South,Furniture,Table,1,637.99,637.99,109.05,0.0
11019,2021-02-21,East,Furniture,Chair,1,110.61,110.61,26.41,0.2
11020,2021-11-05,North,Beauty,Skincare,2,1155.99,2311.98,205.1,0.15
11021,2021-01-06,West,Beauty,Nail Polish,6,775.99,4655.94,721.96,0.15
11022,2021-06-10,South,Food,Snacks,5,1949.67,9748.35,2499.49,0.15
11023,2021-08-08,West,Clothing,T-Shirt,3,1884.1,5652.3,1327.67,0.15
11024,2021-07-21,South,Electronics,Tablet,1,577.54,577.54,64.96,0.0
11025,2021-11-30,West,Clothing,Jacket,1,1499.25,1499.25,177.03,0.15
11026,2021-06-05,West,Beauty,Perfume,1,895.48,895.48,168.06,0.15
11027,2021-07-22,North,Electronics,Smartphone,6,1799.7,10798.2,2650.78,0.1
11028,2021-07-05,North,Beauty,Nail Polish,6,1347.29,8083.74,1476.14,0.0
11029,2021-03-29,North,Beauty,Makeup,8,1452.31,11618.48,909.82,0.2
11030,2021-09-03,East,Furniture,Chair,4,575.25,2301.0,155.96,0.15
11031,2021-06-19,South,Clothing,Shoes,4,1100.91,4403.64,1243.8,0.0
11032,2021-11-10,West,Electronics,Camera,9,817.12,7354.08,1613.64,0.1
11033,2021-10-26,East,Clothing,Jacket,4,1450.15,5800.6,564.91,0.0
11034,2021-02-19,South,Furniture,Table,4,820.44,3281.76,515.99,0.15
11035,2021-02-12,South,Furniture,Wardrobe,1,1146.71,1146.71,184.01,0.05
11036,2021-08-01,West,Beauty,Nail Polish,8,150.33,1202.64,340.54,0.15
11037,2021-03-23,North,Electronics,Headphones,5,88.08,440.4,113.47,0.2
11038,2021-07-27,West,Beauty,Makeup,2,1057.52,2115.04,452.32,0.0
11039,2021-03-16,East,Clothing,Jacket,5,1061.5,5307.5,797.3,0.05
11040,2021-10-12,East,Clothing,Shoes,3,720.94,2162.82,437.99,0.05
11041,2021-05-10,North,Food,Fruits,9,815.78,7342.02,1929.6,0.0
11042,2021-03-14,West,Beauty,Perfume,4,458.51,1834.04,247.25,0.0
11043,2021-04-15,West,Furniture,Bed,7,833.14,5831.98,421.86,0.2
11044,2021-09-29,North,Clothing,Dress,7,1656.02,11592.14,1819.01,0.0
11045,2021-07-11,South,Beauty,Nail Polish,1,1716.24,1716.24,289.23,0.15
11046,2021-03-23,East,Electronics,Smartphone,8,314.24,2513.92,543.29,0.2
11047,2021-03-30,North,Furniture,Wardrobe,8,1877.2,15017.6,1393.21,0.1
11048,2021-07-20,West,Clothing,T-Shirt,7,956.83,6697.81,2000.24,0.2
11049,2021-07-07,East,Clothing,T-Shirt,5,578.37,2891.85,547.92,0.0
11050,2021-08-03,East,Food,Snacks,9,359.23,3233.07,901.35,0.0
11051,2021-03-01,North,Electronics,Laptop,3,1205.64,3616.92,239.17,0.05
11052,2021-06-18,South,Beauty,Makeup,4,468.42,1873.68,506.5,0.05
11053,2021-02-05,West,Beauty,Haircare,4,1274.03,5096.12,464.68,0.1
11054,2021-04-14,South,Furniture,Wardrobe,2,1178.35,2356.7,199.31,0.0
11055,2021-10-22,North,Electronics,Headphones,4,1750.12,7000.48,1992.9,0.15
11056,2021-04-20,West,Electronics,Smartphone,7,1652.65,11568.55,1456.2,0.0
11057,2021-11-29,North,Beauty,Skincare,7,629.13,4403.91,328.14,0.0
11058,2021-12-20,North,Clothing,Shoes,3,1073.15,3219.45,795.53,0.0
11059,2021-01-10,West,Beauty,Nail Polish,2,1549.12,3098.24,195.25,0.0
11060,2021-01-20,West,Electronics,Smartphone,5,114.15,570.75,104.94,0.05
11061,2021-10-08,East,Electronics,Headphones,2,1950.61,3901.22,1136.98,0.05
11062,2021-05-10,South,Furniture,Table,1,812.98,812.98,229.98,0.2
11063,2021-01-15,North,Food,Beverages,5,317.28,1586.4,224.73,0.1
11064,2021-05-19,North,Clothing,Shoes,4,1829.92,7319.68,671.49,0.05
11065,2021-12-20,South,Electronics,Tablet,7,900.46,6303.22,1259.09,0.15
11066,2021-03-31,East,Electronics,Tablet,3,43.71,131.13,17.28,0.1
11067,2021-06-02,West,Clothing,Jeans,8,1818.47,14547.76,4210.73,0.05
11068,2021-06-18,West,Beauty,Skincare,2,616.27,1232.54,108.55,0.2
11069,2021-06-18,North,Beauty,Makeup,8,573.4,4587.2,777.86,0.05
11070,2021-06-05,North,Electronics,Laptop,9,154.87,1393.83,256.35,0.05
11071,2021-11-27,South,Food,Dairy,1,303.05,303.05,53.79,0.2
11072,2021-06-18,East,Beauty,Makeup,4,770.22,3080.88,532.79,0.05
11073,2021-04-14,South,Furniture,Table,9,463.28,4169.52,416.51,0.15
11074,2021-05-16,East,Clothing,Jacket,6,465.8,2794.8,700.04,0.1
11075,2021-01-09,South,Beauty,Haircare,5,121.14,605.7,170.66,0.2
11076,2021-06-24,South,Clothing,Shoes,8,1346.29,10770.32,1968.82,0.15
11077,2021-02-17,West,Clothing,Dress,4,1133.95,4535.8,924.8,0.2
11078,2021-03-14,West,Food,Snacks,6,1309.88,7859.28,1398.15,0.05
11079,2021-10-02,West,Clothing,T-Shirt,5,768.54,3842.7,919.55,0.2
11080,2021-02-27,North,Electronics,Camera,4,149.42,597.68,73.27,0.2
11081,2021-09-08,East,Furniture,Chair,8,190.75,1526.0,254.9,0.15
11082,2021-01-16,South,Clothing,Dress,1,1406.75,1406.75,406.54,0.1
11083,2021-09-03,North,Clothing,Shoes,2,599.81,1199.62,97.91,0.0
11084,2021-10-28,South,Food,Beverages,6,1287.04,7722.24,2026.78,0.15
11085,2021-03-16,North,Electronics,Headphones,6,269.28,1615.68,352.33,0.15
11086,2021-02-02,West,Electronics,Laptop,2,947.79,1895.58,510.58,0.2
11087,2021-12-11,West,Beauty,Haircare,1,483.7,483.7,34.27,0.15
11088,2021-07-29,East,Electronics,Smartphone,3,1412.99,4238.97,1081.83,0.0
11089,2021-08-07,North,Clothing,Jacket,1,740.56,740.56,164.78,0.2
11090,2021-09-28,East,Beauty,Haircare,4,501.21,2004.84,108.01,0.0
11091,2021-06-16,South,Furniture,Sofa,5,77.67,388.35,107.04,0.1
11092,2021-11-03,West,Food,Snacks,6,1481.34,8888.04,1132.63,0.1
11093,2021-05-21,West,Beauty,Perfume,4,770.04,3080.16,271.23,0.0
11094,2021-01-10,West,Food,Snacks,2,1993.63,3987.26,352.56,0.15
11095,2021-01-25,West,Beauty,Skincare,9,305.47,2749.23,778.48,0.0
11096,2021-12-21,West,Electronics,Laptop,1,976.73,976.73,263.29,0.2
11097,2021-04-15,East,Clothing,T-Shirt,6,929.79,5578.74,1517.19,0.05
11098,2021-01-14,South,Electronics,Smartphone,9,1886.9,16982.1,3057.76,0.15
11099,2021-09-27,North,Clothing,Jeans,2,313.91,627.82,60.1,0.0
11100,2021-11-24,West,Food,Dairy,1,121.26,121.26,33.99,0.0
11101,2021-12-12,North,Food,Dairy,2,1297.96,2595.92,141.71,0.1
11102,2021-07-06,South,Furniture,Chair,9,1846.83,16621.47,3695.28,0.0
11103,2021-12-17,West,Furniture,Wardrobe,2,1310.19,2620.38,311.45,0.15
11104,2021-02-22,South,Food,Beverages,6,527.03,3162.18,211.07,0.05
11105,2021-04-15,South,Furniture,Wardrobe,7,1449.36,10145.52,1045.1,0.1
11106,2021-08-30,East,Beauty,Haircare,5,1816.63,9083.15,2280.72,0.0
11107,2021-08-19,South,Beauty,Haircare,7,1815.39,12707.73,1024.5,0.15
11108,2021-08-06,South,Electronics,Laptop,9,652.39,5871.51,1680.9,0.05
11109,2021-03-31,West,Furniture,Sofa,9,398.91,3590.19,1062.8,0.0
11110,2021-09-26,South,Clothing,Jacket,1,945.97,945.97,182.48,0.05
11111,2021-06-12,East,Beauty,Nail Polish,1,615.86,615.86,131.74,0.15
11112,2021-08-11,North,Furniture,Sofa,6,632.3,3793.8,740.71,0.05
11113,2021-01-26,South,Food,Dairy,7,879.82,6158.74,1248.72,0.2
11114,2021-07-03,East,Food,Beverages,8,1810.4,14483.2,3685.43,0.1
11115,2021-10-02,North,Clothing,Jeans,3,206.39,619.17,179.85,0.05
11116,2021-12-22,South,Beauty,Skincare,4,822.07,3288.28,805.7,0.2
11117,2021-07-15,South,Electronics,Tablet,2,762.95,1525.9,267.77,0.05
11118,2021-07-19,East,Clothing,T-Shirt,2,1012.34,2024.68,190.53,0.1
11119,2021-07-15,North,Beauty,Perfume,8,533.85,4270.8,997.56,0.05
11120,2021-12-25,South,Electronics,Laptop,3,371.24,1113.72,126.06,0.1
11121,2021-10-14,West,Furniture,Table,9,1744.96,15704.64,1065.0,0.0
11122,2021-12-22,East,Clothing,Dress,9,206.82,1861.38,98.34,0.0
11123,2021-03-20,South,Beauty,Perfume,6,514.09,3084.54,816.22,0.05
11124,2021-09-17,North,Furniture,Sofa,1,887.58,887.58,54.6,0.0
11125,2021-07-06,East,Food,Vegetables,9,1228.27,11054.43,2953.75,0.05
11126,2021-08-05,East,Furniture,Bed,2,1392.34,2784.68,713.89,0.1
11127,2021-06-16,East,Furniture,Chair,8,648.29,5186.32,830.1,0.1
11128,2021-11-02,South,Clothing,Jeans,1,105.76,105.76,6.45,0.2
11129,2021-05-21,North,Clothing,Jacket,6,1634.92,9809.52,1492.99,0.2
11130,2021-06-24,East,Furniture,Bed,5,256.68,1283.4,103.73,0.05
11131,2021-02-17,South,Furniture,Chair,5,193.64,968.2,231.98,0.0
11132,2021-02-07,North,Furniture,Wardrobe,1,1057.35,1057.35,270.9,0.0
11133,2021-02-17,West,Electronics,Laptop,5,1923.92,9619.6,1797.44,0.0
11134,2021-10-08,North,Furniture,Table,3,321.25,963.75,165.64,0.2
11135,2021-01-02,North,Electronics,Headphones,4,750.21,3000.84,652.66,0.15
11136,2021-05-11,East,Electronics,Smartphone,4,807.78,3231.12,283.9,0.05
11137,2021-09-28,North,Clothing,Shoes,6,1338.67,8032.02,2354.64,0.05
11138,2021-03-06,West,Electronics,Headphones,1,1217.35,1217.35,183.42,0.1
11139,2021-01-27,South,Furniture,Wardrobe,9,380.83,3427.47,219.57,0.2
11140,2021-02-15,North,Furniture,Bed,4,1310.2,5240.8,961.18,0.15
11141,2021-10-19,South,Electronics,Camera,3,912.63,2737.89,459.13,0.1
11142,2021-04-25,East,Beauty,Skincare,3,995.11,2985.33,555.62,0.05
11143,2021-08-16,East,Furniture,Chair,6,1413.45,8480.7,920.58,0.15
11144,2021-12-22,East,Beauty,Makeup,1,1464.7,1464.7,129.68,0.0
11145,2021-07-08,West,Clothing,Jeans,8,203.49,1627.92,327.28,0.0
11146,2021-12-03,East,Clothing,Shoes,3,1368.45,4105.35,907.16,0.05
11147,2021-03-02,East,Furniture,Table,2,654.21,1308.42,96.41,0.1
11148,2021-09-11,West,Beauty,Haircare,5,127.91,639.55,57.96,0.1
11149,2021-05-14,East,Electronics,Laptop,2,1253.84,2507.68,219.76,0.2
11150,2021-08-23,West,Clothing,Shoes,3,1941.48,5824.44,547.08,0.0
11151,2021-03-31,West,Beauty,Haircare,1,1651.14,1651.14,282.86,0.05
11152,2021-06-20,West,Clothing,Dress,1,176.39,176.39,40.31,0.2
11153,2021-03-09,South,Food,Dairy,4,941.01,3764.04,534.22,0.0
11154,2021-04-18,East,Furniture,Table,8,1407.47,11259.76,1171.37,0.2
11155,2021-07-05,East,Clothing,Shoes,1,1794.01,1794.01,184.2,0.2
11156,2021-03-30,North,Food,Dairy,4,904.16,3616.64,862.22,0.0
11157,2021-06-25,East,Beauty,Skincare,7,340.58,2384.06,616.03,0.2
11158,2021-10-09,North,Furniture,Sofa,6,1209.99,7259.94,1944.45,0.15
11159,2021-09-01,North,Clothing,T-Shirt,6,737.72,4426.32,1232.52,0.15
11160,2021-05-24,North,Beauty,Skincare,7,1666.85,11667.95,2619.96,0.0
11161,2021-10-12,North,Electronics,Laptop,4,1336.49,5345.96,284.36,0.2
11162,2021-07-06,South,Food,Beverages,1,881.73,881.73,153.49,0.2
11163,2021-08-13,South,Electronics,Camera,8,1200.56,9604.48,2419.08,0.2
11164,2021-07-08,East,Food,Beverages,8,1209.15,9673.2,1701.56,0.0
